salary_min_BGP,salary_max_BGP,joblocation,joblocation_num,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification
17727,35454,Beijing,First-tier city,No,Bachelor,5 years,medium,Listed,5000-10000,Computer services,Senior software engineer
6818,13636,Tianjin,Other First-tier city,No,Bachelor,3 years,low,Private-owned,50-150,Others,Software Engineer
20454,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,State-owned,50-150,E-commerce,Senior software engineer
16363,23181,Beijing,First-tier city,No,Bachelor,3 years,medium,Listed,150-500,Computer Software/Hardware,Java Developer
20454,40909,Yantai,Third-tier city,No,College degree,3 years,medium,Foreign (except EU & US),50-150,E-commerce,Java Developer
4090,6818,Shanghai,First-tier city,Yes,Bachelor,Fresh graduate,low,Foreign (except EU & US),500-1000,Others,Java Developer
13636,20454,Tianjin,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer services,Manager
13636,20454,Shanghai,First-tier city,No,Bachelor,5 years,medium,Joint venture,1000-5000,Service,Java Developer
20454,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,Foreign(EU & US),Over 10k,Service,Internet Software Development Engineer
20454,27272,Tianjin,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Medical/Biological Engineering,Senior software engineer
27272,34090,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Service,Senior software engineer
21000,21000,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,Over 10k,E-commerce,Internet Software Development Engineer
13636,20454,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Engineering/Electronic technology,Software Engineer
27272,47727,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Professional service,Java Developer
8181,16363,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer services,Software Engineer
22727,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Foreign (except EU & US),500-1000,Equipment,Senior software engineer
27272,54545,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Medical/Biological Engineering,System architect
10909,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Listed,150-500,Others,Software Engineer
13636,27272,Dongguan,Second-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
16363,27272,Shanghai,First-tier city,No,College degree,5 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
20454,27272,Shanghai,First-tier city,No,Not Required,Not Required,medium,Private-owned,1000-5000,Finance,Senior software engineer
8181,10909,Shanghai,First-tier city,No,Bachelor,2 years,low,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer
27272,34090,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,150-500,Equipment,ERP
27272,34090,Shanghai,First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
9545,13636,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Others,Technical support/maintenance engineer
20454,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Gaming,Internet Software Development Engineer
8181,10909,Beijing,First-tier city,No,Bachelor,2 years,low,Private-owned,50-150,Computer services,Software Engineer
21818,27272,Beijing,First-tier city,No,Bachelor,5 years,medium,Joint venture,50-150,Computer Software/Hardware,Senior software engineer
20454,40909,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Software Engineer
16363,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Engineering/Electronic technology,Software Engineer
5454,13636,Beijing,First-tier city,No,Bachelor,2 years,low,Private-owned,50-150,Computer Software/Hardware,Software Engineer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Finance,Software Engineer
8181,13636,Shanghai,First-tier city,No,College degree,2 years,low,Foreign (except EU & US),500-1000,Medical/Biological Engineering,Software Engineer
20454,34090,Shanghai,First-tier city,No,Bachelor,3 years,medium,Joint venture,1000-5000,E-commerce,Senior software engineer
34090,47727,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Service,Senior software engineer
20454,34090,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
13636,24545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Listed,Over 10k,Others,Senior software engineer
10909,20454,Shanghai,First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Computer services,Java Developer
13636,23181,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
10909,20454,Shanghai,First-tier city,No,Bachelor,1 year,medium,Listed,1000-5000,Finance,Software Engineer
8181,16363,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
20454,34090,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
16363,27272,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Joint venture,150-500,E-commerce,Internet Software Development Engineer
8181,16363,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,500-1000,Computer Software/Hardware,Software Engineer
20454,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Listed,50-150,Engineering/Electronic technology,Senior software engineer
6818,10909,Tianjin,Other First-tier city,No,Bachelor,3 years,low,Private-owned,500-1000,Computer Software/Hardware,Software Engineer
6818,20454,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer services,Software Engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Java Developer
10909,13636,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Finance,Others
10909,20454,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,150-500,Engineering/Electronic technology,Senior software engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,50-150,Gaming,Senior software engineer
10909,20454,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Equipment,Software Engineer
10909,13636,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Equipment,Senior software engineer
10909,17727,Beijing,First-tier city,No,College degree,2 years,medium,Private-owned,150-500,Others,Software Engineer
13636,27272,Shanghai,First-tier city,No,Bachelor,1 year,medium,Joint venture,50-150,E-commerce,Software Engineer
10909,20454,Beijing,First-tier city,No,Bachelor,2 years,medium,Listed,500-1000,E-commerce,Internet Software Development Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Medical/Biological Engineering,Software Engineer
8181,13636,Shanghai,First-tier city,No,Bachelor,3 years,low,Private-owned,150-500,Others,Senior software engineer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Foreign (except EU & US),50-150,Computer Software/Hardware,Software Engineer
20454,34090,Beijing,First-tier city,No,Not Required,Not Required,medium,Foreign(EU & US),Over 10k,Service,Software Engineer
10909,27272,Shanghai,First-tier city,No,College degree,2 years,medium,New,50-150,E-commerce,Internet Software Development Engineer
10227,12272,Beijing,First-tier city,No,Bachelor,2 years,medium,State-owned,150-500,Computer services,Software Engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,5 years,medium,Joint venture,150-500,E-commerce,Java Developer
13636,27272,Shanghai,First-tier city,No,Bachelor,1 year,medium,State-owned,50-150,Finance,Software Engineer
13636,27272,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Professional service,Software Engineer
15000,28636,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,1000-5000,Computer Software/Hardware,Senior software engineer
20454,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Gaming,Software Engineer
9545,16363,Shanghai,First-tier city,No,College degree,3 years,medium,Joint venture,500-1000,Medical/Biological Engineering,Java Developer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Joint venture,Less than 50,Computer Software/Hardware,Technical support/maintenance engineer
20454,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
13636,27272,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,E-commerce,Software Engineer
10909,13636,Shanghai,First-tier city,No,Bachelor,Not Required,medium,Foreign(EU & US),50-150,Medical/Biological Engineering,Internet Software Development Engineer
20454,27272,Hangzhou,Other First-tier city,No,Bachelor,5 years,medium,Listed,150-500,E-commerce,Software Engineer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Foreign (except EU & US),Less than 50,Engineering/Electronic technology,Java Developer
13636,20454,Shanghai,First-tier city,No,Bachelor,1 year,medium,Foreign (except EU & US),50-150,Finance,Internet Software Development Engineer
10909,16363,Dongguan,Second-tier city,No,College degree,3 years,medium,Private-owned,500-1000,Others,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Medical/Biological Engineering,Internet Software Development Engineer
13636,20454,Shanghai,First-tier city,No,Not Required,2 years,medium,Private-owned,150-500,Professional service,Java Developer
13636,20454,Beijing,First-tier city,No,College degree,3 years,medium,Listed,50-150,Computer Software/Hardware,Senior software engineer
17727,35454,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer services,Software Engineer
27272,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,Over 10k,Others,Senior software engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,1 year,medium,Listed,1000-5000,Others,Web front-end development
5454,10909,Beijing,First-tier city,No,College degree,2 years,low,Private-owned,150-500,Computer services,Software Engineer
11363,17045,Chongqing,Second-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
10909,13636,Shanghai,First-tier city,No,Bachelor,Fresh graduate,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
17045,22727,Chongqing,Second-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Equipment,Software Engineer
6136,12272,Shanghai,First-tier city,No,Bachelor,1 year,low,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
4090,6818,Beijing,First-tier city,Yes,Bachelor,Fresh graduate,low,Private-owned,150-500,Gaming,Java Developer
13636,27272,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer services,Manager
8181,16363,Chongqing,Second-tier city,No,College degree,3 years,medium,Private-owned,150-500,Medical/Biological Engineering,Internet Software Development Engineer
10909,40909,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,E-commerce,Software Engineer
13636,20454,Suzhou,Other First-tier city,No,College degree,5 years,medium,Private-owned,150-500,Computer services,Java Developer
17045,22727,Tianjin,Other First-tier city,No,Bachelor,3 years,medium,State-owned,1000-5000,Computer Software/Hardware,Java Developer
10909,16363,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,Less than 50,Medical/Biological Engineering,Software Engineer
13636,20454,Shanghai,First-tier city,No,Not Required,3 years,medium,Private-owned,Less than 50,Service,Internet Software Development Engineer
16363,27272,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,500-1000,Finance,Senior software engineer
12272,24545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Engineering/Electronic technology,Software Engineer
20454,38181,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Computer Software/Hardware,Internet Software Development Engineer
15000,20454,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,New,50-150,Computer services,Software Engineer
20454,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Others,Senior software engineer
10909,13636,Shanghai,First-tier city,No,Bachelor,2 years,medium,Foreign (except EU & US),150-500,Engineering/Electronic technology,Software Engineer
10909,21818,Beijing,First-tier city,No,Bachelor,2 years,medium,Private-owned,500-1000,Computer Software/Hardware,Software Engineer
13636,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Internet Software Development Engineer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Joint venture,50-150,Equipment,Internet Software Development Engineer
