jobname,salary_min_BGP,salary_max_BGP,joblocation,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification,salary_grade,,,,,,,
java工程师,10909,20454,Third-tier city,No,Bachelor,2 years,15681,State-owned,50-150,E-commerce,Java Developer,medium,,,,,,,
中级JAVA开发工程师,8181,10909,Yinchuan,No,Bachelor,3 years,9545,Private-owned,150-500,Finance,Java Developer,low,,,,,,,
Java开发实施工程师,9545,12272,Lanzhou,No,Not Required,2 years,10908,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
中高级JAVA开发-贵阳,13636,20454,Guiyang,No,Bachelor,5 years,17045,Private-owned,5000-10000,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
java软件工程师,9090,11363,Third-tier city,No,College degree,1 year,10226,Private-owned,50-150,E-commerce,Software engineer,low,,,,,,,
Java开发工程师,10909,20000,Shanghai,No,Bachelor,1 year,15454,Foreign (except EU & US),500-1000,Professional service,Senior software engineer,medium,,,,,,,
Java高级开发工程师（金融行业）,20454,34090,Shanghai,No,Bachelor,5 years,27272,Private-owned,50-150,E-commerce,Internet Software Development Engineer,high,,,,,,,
Java高级开发工程师,13636,27272,Shanghai,No,Bachelor,3 years,20454,Private-owned,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Shanghai,No,Bachelor,2 years,17045,Private-owned,Less than 50,Medical,Software engineer,medium,,,,,,,
JAVA全栈工程师,17727,35454,Shanghai,No,Bachelor,2 years,26590,Private-owned,150-500,Computer services,Java Developer,high,,,,,,,
JAVA中级工程师(浦东新区),13636,20454,Shanghai,No,College degree,2 years,17045,Private-owned,500-1000,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Shanghai,No,Bachelor,3 years,12272,Joint venture,50-150,Professional service,Mobile Development Engineer,medium,,,,,,,
Java开发工程师,10909,13636,Shanghai,No,Bachelor,3 years,12272,Private-owned,150-500,Professional service,Mobile Development Engineer,medium,,,,,,,
Java资深开发工程师,24545,34090,Shanghai,No,Bachelor,5 years,29317,Private-owned,150-500,E-commerce,Senior software engineer,high,,,,,,,
Java游戏服务器,20454,40909,Shanghai,No,Bachelor,2 years,30681,Private-owned,150-500,Gaming,Multimedia/Game Development Engineer,high,,,,,,,
Java开发工程师,13636,20454,Shanghai,No,Bachelor,3 years,17045,Private-owned,150-500,Computer Software/Hardware,Internet Software Development Engineer,medium,,,,,,,
JAVA软件开发（应届毕业生）,8181,10909,Shanghai,No,College degree,Fresh graduate,9545,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
Java Web工程师,8181,13636,Chongqing,No,College degree,3 years,10908,Joint venture,50-150,Industrial Automation,Software engineer,low,,,,,,,
Java开发工程师,8181,10909,Chongqing,No,Bachelor,2 years,9545,Listed,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
研发专家培训生（软件系统开发Java）,13636,20454,Shanghai,No,Master,Fresh graduate,17045,Private-owned,5000-10000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java项目经理（保险）（10）,21818,38181,Shanghai,No,College degree,5 years,29999,Listed,1000-5000,Computer Software/Hardware,Java Developer,high,,,,,,,
Java开发工程师（医疗项目）,17727,24545,Shanghai,No,College degree,3 years,21136,Private-owned,50-150,E-commerce,Java Developer,medium,,,,,,,
Java开发工程师(211/985院校）,20454,40909,Shenzhen,No,Bachelor,1 year,30681,Listed,1000-5000,Computer services,Java Developer,high,,,,,,,
Java架构师,27272,40909,Shanghai,No,Bachelor,5 years,34090,Joint venture,150-500,Computer Software/Hardware,Other,high,,,,,,,
Java后台开发工程师,20454,27272,Shanghai,No,Bachelor,3 years,23863,Private-owned,Less than 50,Engineering,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,24545,Shanghai,No,Bachelor,3 years,19090,Private-owned,150-500,Computer Software/Hardware,Java Developer,medium,,,,,,,
Java开发工程师（日语）,10909,16363,Shanghai,No,Bachelor,1 year,13636,Private-owned,150-500,Computer services,Java Developer,medium,,,,,,,
BS开发 Java开发工程师,5454,8181,Beijing,No,Bachelor,Fresh graduate,6817,Private-owned,150-500,E-commerce,Java Developer,low,,,,,,,
Java中级开发工程师,16363,27272,Beijing,No,Bachelor,3 years,21817,Listed,150-500,Computer services,Software engineer,medium,,,,,,,
高级Java工程师,20454,27272,Shanghai,No,College degree,3 years,23863,Private-owned,150-500,E-commerce,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Beijing,No,Bachelor,3 years,17045,Private-owned,Less than 50,E-commerce,Software engineer,medium,,,,,,,
java开发工程师中级 周末双休/五险一金,20454,27272,Beijing,No,Bachelor,5 years,23863,Private-owned,50-150,Marketing,Internet Software Development Engineer,medium,,,,,,,
Java游戏服务器,27272,40909,Wuhan,No,College degree,2 years,34090,Joint venture,50-150,Gaming,Multimedia/Game Development Engineer,high,,,,,,,
Java开发工程师（leader）,40909,54545,Shanghai,No,Not Required,5 years,47727,Listed,1000-5000,E-commerce,Senior software engineer,high,,,,,,,
Java后端开发工程师-上海-非外包,27272,34090,Shanghai,No,Bachelor,4 years,30681,Private-owned,50-150,Computer Software/Hardware,Software engineer,high,,,,,,,
JAVA技术主管（直播平台）,17727,34090,Shanghai,No,Bachelor,5 years,25908,State-owned,150-500,Entertainment,Senior software engineer,high,,,,,,,
Java高级工程师,22727,45454,Shanghai,No,Bachelor,5 years,34090,Foreign(EU & US),50-150,Computer services,Senior software engineer,high,,,,,,,
软件开发工程师（Java方向）,8181,20454,Shanghai,No,Bachelor,1 year,14317,Private-owned,150-500,Finance,Software engineer,medium,,,,,,,
JAVA软件开发工程师（南京）,17045,22727,Nanjing,No,Bachelor,2 years,19886,State-owned,500-1000,Diversified Business Group Companies,Senior software engineer,medium,,,,,,,
JAVA技术经理,20454,27272,Shanghai,No,Bachelor,5 years,23863,Private-owned,150-500,Computer services,Senior software engineer,medium,,,,,,,
Java中级开发工程师,13636,20454,Shanghai,No,College degree,3 years,17045,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
java工程师,20454,27272,Shanghai,No,Bachelor,3 years,23863,Private-owned,1000-5000,Finance,Software engineer,medium,,,,,,,
中级JAVA开发工程师,13636,20454,Tianjin,No,College degree,3 years,17045,Private-owned,50-150,Outsourcing,Java Developer,medium,,,,,,,
Java高级开发工程师,13636,24545,Shanghai,No,Bachelor,3 years,19090,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
JAVA开发工程师,20454,31363,Shanghai,No,Bachelor,2 years,25908,Private-owned,50-150,Machinery/Equipment,Software engineer,high,,,,,,,
java实习生,2045,2727,Chongqing,Yes,Bachelor,Fresh graduate,2386,Private-owned,150-500,Professional service,Java Developer,low,,,,,,,
JAVA软件工程师（可接受应届毕业生）,10909,20454,Beijing,No,Bachelor,Not Required,15681,Private-owned,150-500,Machinery/Equipment,Software engineer,medium,,,,,,,
Java高级开发工程师,20454,27272,Shanghai,No,Bachelor,3 years,23863,Private-owned,Less than 50,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,20454,40909,Shanghai,No,Bachelor,3 years,30681,State-owned,1000-5000,Wholesale and retail,Software engineer,high,,,,,,,
JAVA开发工程师,6818,9545,Beijing,No,Bachelor,Fresh graduate,8181,Private-owned,150-500,E-commerce,Senior software engineer,low,,,,,,,
Java高级开发工程师,10909,13636,Shanghai,No,College degree,Not Required,12272,State-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
资深JAVA架构师,10909,34090,Shanghai,No,Bachelor,3 years,22499,Private-owned,5000-10000,Education,Senior software engineer,medium,,,,,,,
JAVA软件开发工程师-北京-00002,13636,19090,Beijing,No,College degree,3 years,16363,Private-owned,50-150,Computer services,Senior software engineer,medium,,,,,,,
JAVA软件开发工程师,16363,34090,Shanghai,No,Bachelor,5 years,25226,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,high,,,,,,,
Java开发工程师,13636,20454,Beijing,No,Bachelor,3 years,17045,Private-owned,Over 10k,Fast moving consumer goods,Software engineer,medium,,,,,,,
Java开发工程师（安全产品）,11363,17045,Beijing,No,Bachelor,1 year,14204,State-owned,500-1000,Communications/Telecommunications/Network equipment,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,20454,34090,Shanghai,No,Bachelor,5 years,27272,Private-owned,150-500,Insurance,Java Developer,high,,,,,,,
Java项目经理,24545,34090,Beijing,No,Bachelor,5 years,29317,Private-owned,150-500,Wholesale and retail,Project Manager,high,,,,,,,
Java服务端开发工程师（北京）,20454,34090,Beijing,No,Not Required,2 years,27272,Private-owned,500-1000,Gaming,Multimedia/Game Development Engineer,high,,,,,,,
Java开发工程师,8181,20454,Beijing,No,College degree,1 year,14317,Private-owned,50-150,E-commerce,ERP development,medium,,,,,,,
Java开发工程师,17727,27272,Shanghai,No,Bachelor,3 years,22499,Private-owned,150-500,E-commerce,Software engineer,medium,,,,,,,
JAVA开发工程师,8181,13636,Chongqing,No,Bachelor,3 years,10908,Listed,500-1000,E-commerce,Internet Software Development Engineer,low,,,,,,,
Java资深开发工程师,34090,47727,Beijing,No,Bachelor,5 years,40908,Listed,1000-5000,Education,Internet Software Development Engineer,high,,,,,,,
Java开发高级工程师,17727,34090,Shanghai,No,Bachelor,3 years,25908,Private-owned,500-1000,Biological Engineering,Test engineer,high,,,,,,,
JAVA工程师,8181,19090,Beijing,No,Bachelor,1 year,13635,Institution,150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
分布式Java开发工程师,13636,20454,Shanghai,No,College degree,3 years,17045,Joint venture,150-500,E-commerce,Software engineer,medium,,,,,,,
Java工程师,13636,20454,Beijing,No,Bachelor,3 years,17045,Private-owned,50-150,E-commerce,Other,medium,,,,,,,
Java中高级开发工程师,9545,20454,Chongqing,No,College degree,3 years,14999,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java高级开发工程师-1,17727,24545,Shanghai,No,Bachelor,3 years,21136,Private-owned,50-150,E-commerce,Senior Internet Software Development Engineer,medium,,,,,,,
资深JAVA开发工程师,13636,34090,Shanghai,No,Bachelor,3 years,23863,New,150-500,E-commerce,Senior software engineer,medium,,,,,,,
高级Java开发工程师（base地:无锡，提供住宿),15000,27272,Chongqing,No,College degree,5 years,21136,Private-owned,150-500,E-commerce,Senior software engineer,medium,,,,,,,
JAVA高级开发工程师（金融业务）,27272,34090,Shanghai,No,Bachelor,5 years,30681,Listed,Over 10k,Tourism,Senior software engineer,high,,,,,,,
Java中级开发工程师,13636,20454,Shanghai,No,Bachelor,4 years,17045,Private-owned,Less than 50,E-commerce,Java Developer,medium,,,,,,,
JAVA架构师,34090,40909,Beijing,No,Not Required,Not Required,37499,Private-owned,50-150,Biological Engineering,Senior software engineer,high,,,,,,,
Java开发工程师,13636,20454,Beijing,No,Bachelor,1 year,17045,Private-owned,Less than 50,Engineering,Internet Software Development Engineer,medium,,,,,,,
Java中级开发工程师,13636,20454,Shanghai,No,Bachelor,2 years,17045,Foreign (except EU & US),150-500,Computer services,Software engineer,medium,,,,,,,
Java开发工程师,24545,27272,Shanghai,No,Bachelor,5 years,25908,Private-owned,Less than 50,Computer Software/Hardware,Internet Software Development Engineer,high,,,,,,,
Java开发工程师,20454,24545,Dongguan,No,Bachelor,3 years,22499,Private-owned,Less than 50,Computer Software/Hardware,Internet Software Development Engineer,medium,,,,,,,
Java高级开发工程师,27272,54545,Beijing,No,Bachelor,5 years,40908,Private-owned,Less than 50,E-commerce,Senior Internet Software Development Engineer,high,,,,,,,
北京-中级JAVA开发工程师,15000,27272,Beijing,No,Bachelor,5 years,21136,State-owned,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
GIS java高级研发工程师 （智能出行）,27272,34090,Beijing,No,Bachelor,5 years,30681,Private-owned,150-500,E-commerce,Senior Internet Software Development Engineer,high,,,,,,,
java开发工程师,20454,27272,Shanghai,No,Bachelor,3 years,23863,Private-owned,150-500,Finance,Software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Shanghai,No,Bachelor,3 years,17045,State-owned,1000-5000,Banking,Software engineer,medium,,,,,,,
web后台（Java）,20454,27272,Dongguan,No,Bachelor,5 years,23863,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java架构师,24545,34090,Beijing,No,Bachelor,3 years,29317,Private-owned,50-150,Computer Software/Hardware,System architect,high,,,,,,,
Java后台研发,20454,34090,Shanghai,No,Bachelor,5 years,27272,Private-owned,150-500,Tourism,Software engineer,high,,,,,,,
Java开发工程师,9545,20454,Shanghai,No,Bachelor,3 years,14999,State-owned,Less than 50,E-commerce,Software engineer,medium,,,,,,,
Java技术经理,20454,27272,Beijing,No,College degree,3 years,23863,Private-owned,Less than 50,Computer services,Technical Manager,medium,,,,,,,
Java开发工程师-中级,13636,20454,Shanghai,No,Bachelor,3 years,17045,Private-owned,50-150,Communications/Telecommunications/Network equipment,Java Developer,medium,,,,,,,
Web后台开发工程师 (Node.js/PHP/Java） (职位编号：07),10909,34090,Dongguan,No,College degree,2 years,22499,Foreign (except EU & US),50-150,Electronic technology,Senior Internet Software Development Engineer,medium,,,,,,,
中高级后端开发工程师java,20454,34090,Shanghai,No,Bachelor,3 years,27272,Listed,Over 10k,Transportation,Internet Software Development Engineer,high,,,,,,,
高级JAVA工程师,27272,34090,Shanghai,No,Bachelor,3 years,30681,Private-owned,150-500,Chemical,Senior software engineer,high,,,,,,,
Java开发工程师,10909,20454,Shanghai,No,Bachelor,3 years,15681,Private-owned,50-150,Industrial Automation,Senior software engineer,medium,,,,,,,
Java资深开发工程师,27272,34090,Shanghai,No,College degree,5 years,30681,Private-owned,50-150,E-commerce,Senior software engineer,high,,,,,,,
Java软件工程师,8181,13636,Shanghai,No,Bachelor,1 year,10908,Listed,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师（太原）,21000,21000,Taiyuan,No,Bachelor,3 years,21000,Joint venture,1000-5000,Banking,Software engineer,medium,,,,,,,
Java中级软件工程师（金融保险方向）,13636,20454,Shanghai,No,Bachelor,3 years,17045,Private-owned,150-500,Outsourcing,Senior software engineer,medium,,,,,,,
中级java开发工程师,16363,23181,Beijing,No,College degree,3 years,19772,Listed,1000-5000,E-commerce,Software engineer,medium,,,,,,,
高级Java开发工程师,13636,20454,Shanghai,No,Bachelor,3 years,17045,Private-owned,Less than 50,E-commerce,Senior software engineer,medium,,,,,,,
JAVA 开发工程师,10909,16363,Beijing,No,College degree,2 years,13636,Private-owned,Less than 50,E-commerce,Software engineer,medium,,,,,,,
Java高级开发工程师,13636,20454,Shanghai,No,Bachelor,5 years,17045,New,50-150,E-commerce,Database Engineer / Administrator,medium,,,,,,,
电子商务事业部Java开发工程师,12272,16363,Beijing,No,Not Required,3 years,14317,State-owned,5000-10000,Tourism,Other,medium,,,,,,,
